,,,,,
,"CPI - Rural, Urban, Combined (All India)",,,,
,,,,,
,Base : 2012 = 100,,,,
,,,,,
,Month,Commodity Description,Provisional / Final,Combined,
,,,,Index,Inflation (%)
,NOV-2024,A.6.6) Personal Care and Effects,Final,206.7,10.42
,NOV-2024,B) Consumer Food Price Index,Final,209.8,9.04
,OCT-2024,A) General Index,Final,196.8,6.21
,OCT-2024,A.1) Food and beverages,Final,209.4,9.69
,OCT-2024,A.1.1) Cereals and products,Final,195.6,6.94
,OCT-2024,A.1.2) Meat and fish,Final,224.7,3.17
,OCT-2024,A.1.3) Egg,Final,196,4.93
,OCT-2024,A.1.4) Milk and products,Final,187.3,2.97
,OCT-2024,A.1.5) Oils and fats,Final,176.3,9.57
,OCT-2024,A.1.6) Fruits,Final,194.2,8.43
,OCT-2024,A.1.7) Vegetables,Final,292,42.23
,OCT-2024,A.1.8) Pulses and products,Final,216.7,7.38
,OCT-2024,A.1.9) Sugar and confectionery,Final,131.9,2.57
,OCT-2024,A.1.10) Spices,Final,228.1,-7.01
,OCT-2024,A.1.11) Non-alcoholic beverages,Final,180.6,2.67
,OCT-2024,"A.1.12) Prepared meals, snacks, sweets etc.",Final,204.5,3.7
,OCT-2024,"A.2) Pan, tobacco and intoxicants",Final,209,2.5
,OCT-2024,A.3) Clothing and footwear,Final,193.9,2.7
,OCT-2024,A.3.1) Clothing,Final,195.3,2.79
,OCT-2024,A.3.2) Footwear,Final,185.5,2.15
,OCT-2024,A.4) Housing,Final,182.7,2.81
,OCT-2024,A.5) Fuel and light,Final,176.8,-1.67
,OCT-2024,A.6) Miscellaneous,Final,185.8,4.32
,OCT-2024,A.6.1) Household goods and services,Final,181.8,2.65
,OCT-2024,A.6.2) Health,Final,196.7,3.96
,OCT-2024,A.6.3) Transport and communication,Final,170.7,2.77
,OCT-2024,A.6.4) Recreation and amusement,Final,177.9,2.42
,OCT-2024,A.6.5) Education,Final,189.3,3.9
,OCT-2024,A.6.6) Personal Care and Effects,Final,206,10.99
,OCT-2024,B) Consumer Food Price Index,Final,211.1,10.87
,SEP-2024,A) General Index,Final,194.2,5.49
,SEP-2024,A.1) Food and beverages,Final,204.8,8.36
,SEP-2024,A.1.1) Cereals and products,Final,193.8,6.84
,SEP-2024,A.1.2) Meat and fish,Final,223.4,2.62
,SEP-2024,A.1.3) Egg,Final,192.2,6.36
,SEP-2024,A.1.4) Milk and products,Final,187,3.03
,SEP-2024,A.1.5) Oils and fats,Final,166.3,2.53
,SEP-2024,A.1.6) Fruits,Final,191.4,7.65
,SEP-2024,A.1.7) Vegetables,Final,269.9,36.04
,SEP-2024,A.1.8) Pulses and products,Final,216,9.81
,SEP-2024,A.1.9) Sugar and confectionery,Final,131.6,3.46
,SEP-2024,A.1.10) Spices,Final,228,-6.13
,SEP-2024,A.1.11) Non-alcoholic beverages,Final,179.9,2.57
,SEP-2024,"A.1.12) Prepared meals, snacks, sweets etc.",Final,203.7,3.56
,SEP-2024,"A.2) Pan, tobacco and intoxicants",Final,208.6,2.51
,SEP-2024,A.3) Clothing and footwear,Final,193.2,2.71
,SEP-2024,A.3.1) Clothing,Final,194.6,2.8
,SEP-2024,A.3.2) Footwear,Final,185,1.98
,SEP-2024,A.4) Housing,Final,181,2.72
,SEP-2024,A.5) Fuel and light,Final,176.9,-1.34
,SEP-2024,A.6) Miscellaneous,Final,185,4.05
,SEP-2024,A.6.1) Household goods and services,Final,181.3,2.55
,SEP-2024,A.6.2) Health,Final,196,4.09
,SEP-2024,A.6.3) Transport and communication,Final,170.5,2.71
,SEP-2024,A.6.4) Recreation and amusement,Final,177.4,2.37
,SEP-2024,A.6.5) Education,Final,189.1,3.79
,SEP-2024,A.6.6) Personal Care and Effects,Final,202.2,9
,SEP-2024,B) Consumer Food Price Index,Final,205.8,9.24
,AUG-2024,A) General Index,Final,193,3.65
,AUG-2024,A.1) Food and beverages,Final,202.7,5.3
,AUG-2024,A.1.1) Cereals and products,Final,192.4,7.31
,AUG-2024,A.1.2) Meat and fish,Final,223.3,4.3
,AUG-2024,A.1.3) Egg,Final,189,7.08
,AUG-2024,A.1.4) Milk and products,Final,186.5,2.92
,AUG-2024,A.1.5) Oils and fats,Final,161.5,-0.86
,AUG-2024,A.1.6) Fruits,Final,191.4,6.45
